family	gene	coordinates
RRM_1	TraAM80_03540	15508-16477
RRM_1	TraAM80_01882	35991-37209
RRM_1	TraAM80_08522	13740-14237
RRM_1	TraAM80_06281	271-1783
RRM_1	TraAM80_00513	51711-52551
RRM_1	TraAM80_09173	4820-5732
RRM_1	TraAM80_09539	0-433
RRM_1	TraAM80_02824	35950-36772
RRM_1	TraAM80_03812	35704-36139
RRM_1	TraAM80_05627	21234-21741
RRM_1	TraAM80_06876	19319-20048
RRM_1	TraAM80_05121	11589-12132
RRM_1	TraAM80_05005	4062-5331
RRM_1	TraAM80_08975	1987-2929
RRM_1	TraAM80_02774	42158-42947
RRM_1	TraAM80_08039	794-1781
RRM_1	TraAM80_08964	1724-2543
RRM_1	TraAM80_03811	33963-34452
RRM_1	TraAM80_02879	11922-12267
RRM_1	TraAM80_00259	73858-74668
RRM_1	TraAM80_01866	2940-4023
RRM_1	TraAM80_03927	46943-47279
RRM_1	TraAM80_06143	24078-25104
RRM_1	TraAM80_06524	29064-29628
RRM_1	TraAM80_03128	36873-39096
RRM_1	TraAM80_04462	0-441
RRM_1	TraAM80_03285	8278-12394
RRM_1	TraAM80_08519	10570-11410
RRM_1	TraAM80_06943	2681-4634
RRM_1	TraAM80_06040	12151-13498
RRM_1	TraAM80_08805	6319-7411
RRM_1	TraAM80_06570	17419-18112
RRM_1	TraAM80_06507	22282-24070
RRM_1	TraAM80_09392	1261-1852
RRM_1	TraAM80_01721	1491-2604
RRM_1	TraAM80_09631	4055-4700
RRM_1	TraAM80_07463	9604-10288
RRM_1	TraAM80_02098	69468-69960
RRM_1	TraAM80_01892	57266-58670
RRM_1	TraAM80_04869	24069-25248
RRM_1	TraAM80_02995	44059-45793
RRM_1	TraAM80_06702	10308-11616
RRM_1	TraAM80_03169	2771-3473
RRM_1	TraAM80_00955	32295-33462
RRM_1	TraAM80_03784	33156-35103
RRM_1	TraAM80_00213	107275-107983
RRM_1	TraAM80_07839	11571-13143
RRM_1	TraAM80_08136	3745-7084
RRM_5	TraAM80_06703	14709-16179
RRM_5	TraAM80_06702	10308-11616
RRM_5	TraAM80_03540	15508-16477
RRM_5	TraAM80_05571	12742-16519
RRM_5	TraAM80_01768	27903-28407
RRM_5	TraAM80_05947	14664-16323
RRM_5	TraAM80_01767	23870-24518
RRM_5	TraAM80_08522	13740-14237
RRM_5	TraAM80_08039	794-1781
RRM_5	TraAM80_02903	53744-54149
RRM_5	TraAM80_05167	32540-32852
RRM_5	TraAM80_05169	34423-34780
RRM_5	TraAM80_05171	35985-36360
RRM_5	TraAM80_03927	46943-47279
RRM_5	TraAM80_04133	37802-39002
RRM_5	TraAM80_02586	33150-34581
RRM_5	TraAM80_06843	3330-5073
RRM_5	TraAM80_02098	69468-69960
RRM_5	TraAM80_10544	927-1770
RRM_5	TraAM80_02879	11922-12267
RRM_5	TraAM80_03812	35704-36139
RRM_8	TraAM80_06703	14709-16179
RRM_8	TraAM80_04354	10391-10970
RRM_8	TraAM80_06702	10308-11616
RRM_8	TraAM80_03540	15508-16477
RRM_8	TraAM80_05947	14664-16323
RRM_8	TraAM80_02272	62143-64129
Rtt106	TraAM80_02303	54674-57734
Rtt106	TraAM80_01001	31957-33628
Rubis-subs-bind	TraAM80_08332	3386-5063
Rubis-subs-bind	TraAM80_07461	6559-8431
S1	TraAM80_05363	1756-3013
S1	TraAM80_09483	1490-4382
SAM_1	TraAM80_07899	10129-11545
SAM_1	TraAM80_00268	94331-96509
SAM_1	TraAM80_05934	25179-29994
SAM_1	TraAM80_07500	17958-18936
SAND	TraAM80_08790	8351-8666
SAP	TraAM80_06238	5711-7397
SAP	TraAM80_08564	661-2128
SAP	TraAM80_06543	16384-17077
SAP18	TraAM80_02940	1063-2014
SAP30_Sin3_bdg	TraAM80_01186	70461-71799
SET	TraAM80_00929	77628-80007
SET	TraAM80_00712	99328-100741
SET	TraAM80_01265	26047-27661
SET	TraAM80_04816	2963-5777
SET	TraAM80_02070	28036-29116
SET	TraAM80_10164	3544-3994
SET	TraAM80_06738	8974-11071
SET	TraAM80_08289	14288-15578
SET	TraAM80_04384	40393-41593
SET	TraAM80_00928	75637-77623
SET	TraAM80_06743	15758-16898
SET	TraAM80_08009	11790-13512
SET	TraAM80_01995	41855-43175
SET	TraAM80_07298	5194-7186
SET	TraAM80_01754	73432-74437
SET	TraAM80_02250	15654-17445
SET	TraAM80_00008	18525-19914
SET	TraAM80_00345	2411-3953
SET	TraAM80_08300	3220-4726
SET	TraAM80_01684	4371-5535
SET	TraAM80_01032	31545-32925
SET	TraAM80_05087	27701-29405
SET	TraAM80_09578	5398-6259
SET	TraAM80_06634	3404-4943
SET	TraAM80_05444	6288-7230
SET	TraAM80_00303	51269-53252
SET	TraAM80_04010	14353-16639
SET	TraAM80_02074	34849-35932
SET	TraAM80_00884	1966-4171
SET	TraAM80_08213	11137-12091
SET	TraAM80_01746	63219-64224
SET	TraAM80_00640	88087-90325
SET	TraAM80_09472	206-1571
SET	TraAM80_01137	82320-82779
SET	TraAM80_08332	3386-5063
SF3b1	TraAM80_04238	20798-24086
Sgf11	TraAM80_01870	11447-13709
Sgf11	TraAM80_07813	10670-15185
Sgf11	TraAM80_09070	4306-6496
Sgf11	TraAM80_05202	6871-8545
Sgf11	TraAM80_01390	17611-18016
Sgf11	TraAM80_00511	49190-50774
Sgf11	TraAM80_04219	33798-35223
SH2_2	TraAM80_08256	4559-9008
SH3_9	TraAM80_03502	48387-49404
SH3_9	TraAM80_04365	34957-37189
SH3_9	TraAM80_07612	6614-8444
SH3_9	TraAM80_03888	28405-29347
SH3_9	TraAM80_05848	34675-35740
SHNi-TPR	TraAM80_00941	3525-5619
SHNi-TPR	TraAM80_05241	34884-36558
SHNi-TPR	TraAM80_02167	47870-49859
SIR2	TraAM80_02153	16276-17296
SIR2	TraAM80_01709	61955-62429
SIR2	TraAM80_07813	10670-15185
Skp1	TraAM80_02981	12303-12852
Skp1	TraAM80_01290	78757-81100
Skp1	TraAM80_04143	12744-14334
Skp1_POZ	TraAM80_02981	12303-12852
Skp1_POZ	TraAM80_06691	21015-21534
Skp1_POZ	TraAM80_07165	521-1502
Skp1_POZ	TraAM80_07167	2886-3315
Skp1_POZ	TraAM80_08054	4893-5472
Skp1_POZ	TraAM80_06190	10474-11206
Skp1_POZ	TraAM80_08757	1093-2764
Skp1_POZ	TraAM80_00616	30359-30758
SLED	TraAM80_03435	44619-45750
SLIDE	TraAM80_08136	3745-7084
Slu7	TraAM80_05233	16512-17787
SNF2-rel_dom	TraAM80_08136	3745-7084
SNF2-rel_dom	TraAM80_03860	13784-17357
SNF2-rel_dom	TraAM80_08232	6538-9871
SNF2-rel_dom	TraAM80_06188	1849-4801
SNF2-rel_dom	TraAM80_09509	259-3370
SNF2-rel_dom	TraAM80_07921	977-3224
SNF2-rel_dom	TraAM80_01585	41838-43434
SNF2-rel_dom	TraAM80_00198	65042-67811
SNF2-rel_dom	TraAM80_06798	8424-13476
SNF2-rel_dom	TraAM80_00282	9755-10964
SNF2-rel_dom	TraAM80_02280	7351-8140
SNF2-rel_dom	TraAM80_04174	41880-44835
SNF2-rel_dom	TraAM80_01859	70700-73970
SNF2-rel_dom	TraAM80_04772	28768-31096
SNF2-rel_dom	TraAM80_02403	51492-52953
SNF2-rel_dom	TraAM80_05996	1145-3407
SPRY	TraAM80_00253	46107-59349
SPRY	TraAM80_04771	14787-27186
SPRY	TraAM80_06624	5209-13024
SPRY	TraAM80_00365	57214-66163
SPRY	TraAM80_06624	5209-13024
SPRY	TraAM80_04542	12242-24539
SPRY	TraAM80_06045	20484-22974
SPRY	TraAM80_07109	685-10987
SPRY	TraAM80_01975	70598-73292
SPRY	TraAM80_04542	12242-24539
SPRY	TraAM80_01312	41341-43033
SPT16	TraAM80_02303	54674-57734
SPT16	TraAM80_08373	13504-15013
SPT6_acidic	TraAM80_03570	11268-12282
SPT6_acidic	TraAM80_05491	23297-27230
SRC-1	TraAM80_06481	8541-8856
SRI	TraAM80_04339	32022-32685
SSrecog	TraAM80_01001	31957-33628
SSXT	TraAM80_01252	6473-6995
SSXT	TraAM80_06858	9491-12305
Surp	TraAM80_00751	93885-95229
Surp	TraAM80_05722	14321-16232
Surp	TraAM80_02316	11778-12531
Surp	TraAM80_01503	84583-87178
Surp	TraAM80_09896	2898-3921
TAF	TraAM80_01525	30100-30403
TAF	TraAM80_05247	3705-4056
TAF	TraAM80_10589	0-535
TAF4	TraAM80_08944	6402-7320
TAF6_C	TraAM80_08968	9213-11016
TAF6_C	TraAM80_04015	24527-27260
TAF6_C	TraAM80_02744	42165-43842
TAF6_C	TraAM80_07536	1466-8771
TAF8_C	TraAM80_02795	32628-33483
TBP-binding	TraAM80_02576	14320-15514
Tet_JBP	TraAM80_01257	16023-18498
Tet_JBP	TraAM80_01859	70700-73970
TFIID-18kDa	TraAM80_05829	34370-34973
TFIID-31kDa	TraAM80_03659	45507-48174
TFIID-31kDa	TraAM80_01525	30100-30403
TFIID-31kDa	TraAM80_05247	3705-4056
TFIID_NTD2	TraAM80_00186	46590-47838
TIP49	TraAM80_05445	7781-9161
TIP49	TraAM80_02833	56920-58792
TIP49	TraAM80_08653	8069-10412
TIP49	TraAM80_09289	6247-8908
TIP49	TraAM80_03315	40235-41099
TIP49	TraAM80_09420	6803-7817
TIP49	TraAM80_09287	2227-4174
TIP49	TraAM80_02544	29116-31099
TIP49	TraAM80_01920	41524-42559
TIP49	TraAM80_01286	67721-68507
TIP49	TraAM80_07193	12688-14665
TIP49	TraAM80_02913	9692-10619
TIP49	TraAM80_08741	3443-3830
TIP49	TraAM80_03938	14541-17214
TIP49	TraAM80_08395	4602-7206
TIP49	TraAM80_03633	28506-29703
TIP49	TraAM80_00014	35316-36531
TIP49	TraAM80_04515	7110-8841
TIP49	TraAM80_09829	780-2649
TIP49	TraAM80_07297	2127-4260
TIP49	TraAM80_00411	35898-36438
TIP49	TraAM80_00714	2069-4721
TIP49	TraAM80_08440	10411-11770
TIP49	TraAM80_02345	60480-62211
TIP49	TraAM80_02517	34997-36194
TIP49	TraAM80_05757	36432-37323
TIP49	TraAM80_04698	37714-39778
TIP49	TraAM80_00791	2460-5016
TIP49	TraAM80_06410	19876-22093
TIP49	TraAM80_05518	13019-26840
TIP49	TraAM80_08581	1619-5372
TIP49	TraAM80_05442	3261-5586
TIP49	TraAM80_03662	103-1441
TIP49	TraAM80_01394	27996-29313
TIP49	TraAM80_04894	34622-37139
TIP49	TraAM80_08654	11478-12249
TIP49	TraAM80_04152	45116-46430
TIP49	TraAM80_05101	13978-14980
TIP49	TraAM80_08509	470-2525
TIP49	TraAM80_03122	19067-19700
TIP49	TraAM80_08834	6207-6567
TIP49	TraAM80_07560	229-2323
TmcA_N	TraAM80_06299	10339-11566
Toprim	TraAM80_07070	16693-19207
Toprim	TraAM80_01395	29865-32421
Toprim	TraAM80_04193	21885-24645
Toprim	TraAM80_03013	19267-22942
Toprim	TraAM80_06611	10886-12632
TPR_1	TraAM80_00941	3525-5619
TPR_1	TraAM80_05241	34884-36558
TPR_1	TraAM80_02167	47870-49859
TPR_1	TraAM80_06240	8797-9571
TPR_1	TraAM80_04615	15315-16779
TPR_1	TraAM80_02238	62526-64164
TPR_1	TraAM80_00191	54627-55701
TPR_1	TraAM80_03896	42318-43566
TPR_1	TraAM80_08987	5643-6846
TPR_1	TraAM80_01112	29136-31242
TPR_1	TraAM80_04656	1135-2773
TPR_1	TraAM80_04315	40710-43608
TPR_1	TraAM80_07471	6694-9070
TPR_1	TraAM80_03990	27047-28940
TPR_1	TraAM80_05691	6087-7527
TPR_1	TraAM80_08422	3732-7251
TPR_1	TraAM80_00674	45560-47090
TPR_1	TraAM80_01877	24212-26414
TPR_1	TraAM80_06602	12964-17032
TPR_1	TraAM80_06474	25834-28339
TPR_1	TraAM80_06571	18606-21039
TPR_1	TraAM80_00805	34661-36491
TPR_1	TraAM80_00905	41008-42073
TPR_1	TraAM80_08312	15123-16041
TPR_1	TraAM80_02689	51322-52126
TPR_1	TraAM80_00892	16067-17123
TPR_1	TraAM80_03595	13996-14389
TPR_1	TraAM80_06320	27397-28729
TPR_1	TraAM80_00303	51269-53252
TPR_1	TraAM80_01226	55210-57022
TPR_1	TraAM80_08474	1242-3384
TPR_1	TraAM80_05394	13628-14417
TPR_1	TraAM80_09507	5199-6591
TPR_1	TraAM80_08534	8543-9944
TPR_1	TraAM80_04268	32873-33887
TPR_1	TraAM80_02340	49233-51555
TPR_1	TraAM80_02287	22765-24847
TPR_1	TraAM80_00329	104618-105803
TPR_1	TraAM80_06302	18159-20799
TPR_1	TraAM80_08383	1909-3022
TPR_1	TraAM80_06143	24078-25104
TPR_1	TraAM80_05374	17852-19553
TPR_1	TraAM80_06120	2220-3012
TPR_1	TraAM80_06123	4669-5353
TPR_1	TraAM80_05045	13853-16079
TPR_1	TraAM80_09984	481-2974
TPR_1	TraAM80_02683	45939-46683
TPR_1	TraAM80_02329	35546-36239
TPR_1	TraAM80_05232	12267-16026
TPR_1	TraAM80_03507	5475-6345
TPR_1	TraAM80_02681	30452-44285
TPR_1	TraAM80_05925	6271-9022
TPR_1	TraAM80_02594	49908-53544
TPR_1	TraAM80_06194	20426-22817
TPR_1	TraAM80_02138	65714-67082
TPR_1	TraAM80_06689	16020-16716
TPR_1	TraAM80_00539	95209-95785
TPR_1	TraAM80_05864	2200-6472
TPR_1	TraAM80_08264	5308-7312
TPR_1	TraAM80_00646	101148-102321
TPR_1	TraAM80_08515	0-3060
TPR_1	TraAM80_04460	44653-46336
TPR_1	TraAM80_06833	12919-16168
TPR_1	TraAM80_04062	31339-32314
TPR_1	TraAM80_00588	77803-78826
TPR_1	TraAM80_05017	32343-36171
TPR_1	TraAM80_05413	25504-26914
TPR_1	TraAM80_05313	28178-29600
TPR_1	TraAM80_06962	15697-16258
TPR_1	TraAM80_05165	21921-24312
TPR_1	TraAM80_05446	9474-10704
TPR_1	TraAM80_01128	60508-61450
TPR_1	TraAM80_06420	5706-6240
TPR_1	TraAM80_02250	15654-17445
TPR_1	TraAM80_03423	25710-27555
TPR_1	TraAM80_02247	8640-11595
TPR_1	TraAM80_06370	24482-29333
TPR_1	TraAM80_00216	110874-112311
TPR_1	TraAM80_03531	48370-50860
TPR_1	TraAM80_03884	21629-22898
TPR_1	TraAM80_06470	12167-15947
TPR_1	TraAM80_05073	41242-43285
TPR_1	TraAM80_03725	26144-27632
TPR_1	TraAM80_07084	3316-14800
TPR_1	TraAM80_03491	21534-21885
TPR_1	TraAM80_02464	41364-45474
TPR_1	TraAM80_01229	61693-62707
TPR_1	TraAM80_01915	24608-28055
TPR_11	TraAM80_00941	3525-5619
TPR_11	TraAM80_05241	34884-36558
TPR_11	TraAM80_02167	47870-49859
TPR_11	TraAM80_06571	18606-21039
TPR_11	TraAM80_00674	45560-47090
TPR_11	TraAM80_08987	5643-6846
TPR_11	TraAM80_02238	62526-64164
TPR_11	TraAM80_00191	54627-55701
TPR_11	TraAM80_06240	8797-9571
TPR_11	TraAM80_04615	15315-16779
TPR_11	TraAM80_04315	40710-43608
TPR_11	TraAM80_05691	6087-7527
TPR_11	TraAM80_03896	42318-43566
TPR_11	TraAM80_03990	27047-28940
TPR_11	TraAM80_00892	16067-17123
TPR_11	TraAM80_06474	25834-28339
TPR_11	TraAM80_03595	13996-14389
TPR_11	TraAM80_04656	1135-2773
TPR_11	TraAM80_07471	6694-9070
TPR_11	TraAM80_08383	1909-3022
TPR_11	TraAM80_00805	34661-36491
TPR_11	TraAM80_01877	24212-26414
TPR_11	TraAM80_06602	12964-17032
TPR_11	TraAM80_01112	29136-31242
TPR_11	TraAM80_08312	15123-16041
TPR_11	TraAM80_05394	13628-14417
TPR_11	TraAM80_08422	3732-7251
TPR_11	TraAM80_02689	51322-52126
TPR_11	TraAM80_04268	32873-33887
TPR_11	TraAM80_08474	1242-3384
TPR_11	TraAM80_00905	41008-42073
TPR_11	TraAM80_02673	11694-19476
TPR_11	TraAM80_00303	51269-53252
TPR_11	TraAM80_02594	49908-53544
TPR_11	TraAM80_01226	55210-57022
TPR_11	TraAM80_02329	35546-36239
TPR_11	TraAM80_00329	104618-105803
TPR_11	TraAM80_08534	8543-9944
TPR_11	TraAM80_03844	33176-33554
TPR_11	TraAM80_06689	16020-16716
TPR_11	TraAM80_05925	6271-9022
TPR_11	TraAM80_06320	27397-28729
TPR_11	TraAM80_06232	20552-23204
TPR_11	TraAM80_06302	18159-20799
TPR_11	TraAM80_00025	61155-62034
TPR_11	TraAM80_02287	22765-24847
TPR_11	TraAM80_06331	13029-15042
TPR_11	TraAM80_09516	407-1481
TPR_11	TraAM80_06143	24078-25104
TPR_11	TraAM80_02340	49233-51555
TPR_11	TraAM80_02683	45939-46683
TPR_11	TraAM80_05073	41242-43285
TPR_11	TraAM80_05165	21921-24312
TPR_11	TraAM80_05350	12960-16296
TPR_11	TraAM80_01229	61693-62707
TPR_17	TraAM80_00941	3525-5619
TPR_17	TraAM80_06571	18606-21039
TPR_17	TraAM80_02167	47870-49859
TPR_17	TraAM80_08422	3732-7251
TPR_17	TraAM80_06602	12964-17032
TPR_17	TraAM80_02238	62526-64164
TPR_17	TraAM80_08987	5643-6846
TPR_17	TraAM80_04315	40710-43608
TPR_17	TraAM80_06474	25834-28339
TPR_17	TraAM80_05241	34884-36558
TPR_17	TraAM80_04656	1135-2773
TPR_17	TraAM80_04268	32873-33887
TPR_17	TraAM80_05394	13628-14417
TPR_17	TraAM80_03896	42318-43566
TPR_17	TraAM80_06302	18159-20799
TPR_17	TraAM80_01112	29136-31242
TPR_17	TraAM80_03595	13996-14389
TPR_17	TraAM80_00905	41008-42073
TPR_17	TraAM80_03844	33176-33554
TPR_17	TraAM80_00025	61155-62034
TPR_17	TraAM80_00516	54631-56347
TPR_17	TraAM80_06240	8797-9571
TPR_17	TraAM80_04615	15315-16779
TPR_17	TraAM80_00191	54627-55701
TPR_17	TraAM80_00805	34661-36491
TPR_17	TraAM80_07471	6694-9070
TPR_17	TraAM80_03990	27047-28940
TPR_17	TraAM80_05446	9474-10704
TPR_17	TraAM80_05691	6087-7527
TPR_17	TraAM80_06143	24078-25104
TPR_17	TraAM80_08534	8543-9944
TPR_17	TraAM80_00892	16067-17123
TPR_17	TraAM80_05587	16495-19786
TPR_17	TraAM80_05313	28178-29600
TPR_17	TraAM80_00674	45560-47090
TPR_17	TraAM80_02594	49908-53544
TPR_17	TraAM80_02287	22765-24847
TPR_17	TraAM80_00329	104618-105803
TPR_17	TraAM80_02340	49233-51555
TPR_17	TraAM80_08474	1242-3384
TPR_17	TraAM80_00347	9245-10592
TPR_17	TraAM80_01226	55210-57022
TPR_17	TraAM80_06470	12167-15947
TPR_17	TraAM80_05045	13853-16079
TPR_17	TraAM80_02329	35546-36239
TPR_17	TraAM80_01877	24212-26414
TPR_17	TraAM80_00646	101148-102321
TPR_17	TraAM80_08312	15123-16041
TPR_17	TraAM80_01915	24608-28055
TPR_17	TraAM80_04680	41868-44451
TPR_17	TraAM80_05925	6271-9022
TPR_17	TraAM80_04460	44653-46336
TPR_2	TraAM80_00941	3525-5619
TPR_2	TraAM80_02167	47870-49859
TPR_2	TraAM80_05241	34884-36558
TPR_2	TraAM80_06240	8797-9571
TPR_2	TraAM80_04615	15315-16779
TPR_2	TraAM80_02238	62526-64164
TPR_2	TraAM80_00191	54627-55701
TPR_2	TraAM80_06602	12964-17032
TPR_2	TraAM80_04656	1135-2773
TPR_2	TraAM80_07471	6694-9070
TPR_2	TraAM80_04315	40710-43608
TPR_2	TraAM80_03990	27047-28940
TPR_2	TraAM80_03896	42318-43566
TPR_2	TraAM80_06571	18606-21039
TPR_2	TraAM80_06474	25834-28339
TPR_2	TraAM80_01112	29136-31242
TPR_2	TraAM80_00674	45560-47090
TPR_2	TraAM80_05691	6087-7527
TPR_2	TraAM80_08987	5643-6846
TPR_2	TraAM80_00805	34661-36491
TPR_2	TraAM80_00905	41008-42073
TPR_2	TraAM80_08422	3732-7251
TPR_2	TraAM80_08474	1242-3384
TPR_2	TraAM80_01226	55210-57022
TPR_2	TraAM80_05394	13628-14417
TPR_2	TraAM80_02287	22765-24847
TPR_2	TraAM80_01877	24212-26414
TPR_2	TraAM80_08312	15123-16041
TPR_2	TraAM80_03595	13996-14389
TPR_2	TraAM80_09507	5199-6591
TPR_2	TraAM80_05374	17852-19553
TPR_2	TraAM80_02340	49233-51555
TPR_2	TraAM80_00892	16067-17123
TPR_2	TraAM80_00303	51269-53252
TPR_2	TraAM80_02689	51322-52126
TPR_2	TraAM80_08534	8543-9944
TPR_2	TraAM80_03507	5475-6345
TPR_2	TraAM80_04268	32873-33887
TPR_2	TraAM80_06320	27397-28729
TPR_2	TraAM80_08383	1909-3022
TPR_2	TraAM80_06143	24078-25104
TPR_2	TraAM80_06123	4669-5353
TPR_2	TraAM80_05313	28178-29600
TPR_2	TraAM80_05925	6271-9022
TPR_2	TraAM80_02138	65714-67082
TPR_2	TraAM80_06470	12167-15947
TPR_2	TraAM80_00004	9449-11756
TPR_2	TraAM80_06302	18159-20799
TPR_2	TraAM80_05165	21921-24312
TPR_2	TraAM80_02329	35546-36239
TPR_2	TraAM80_06698	3133-6355
TPR_2	TraAM80_00588	77803-78826
TPR_2	TraAM80_09984	481-2974
TPR_2	TraAM80_04460	44653-46336
TPR_2	TraAM80_02594	49908-53544
TPR_2	TraAM80_02683	45939-46683
TPR_2	TraAM80_06194	20426-22817
TPR_2	TraAM80_06120	2220-3012
TPR_2	TraAM80_06689	16020-16716
TPR_2	TraAM80_03844	33176-33554
TPR_2	TraAM80_01229	61693-62707
TPR_2	TraAM80_07298	5194-7186
TPR_2	TraAM80_08515	0-3060
TPR_2	TraAM80_00539	95209-95785
TPR_2	TraAM80_01128	60508-61450
TPR_2	TraAM80_05232	12267-16026
TPR_2	TraAM80_08264	5308-7312
TPR_2	TraAM80_07683	11700-12981
TPR_2	TraAM80_02464	41364-45474
TPR_2	TraAM80_03820	240-1971
TPR_2	TraAM80_06962	15697-16258
TPR_2	TraAM80_00329	104618-105803
TPR_2	TraAM80_05045	13853-16079
TPR_2	TraAM80_06833	12919-16168
TPR_2	TraAM80_00216	110874-112311
TPR_2	TraAM80_09516	407-1481
TPR_2	TraAM80_00025	61155-62034
TPR_2	TraAM80_02006	71236-73429
TPR_2	TraAM80_00516	54631-56347
TPR_2	TraAM80_04456	38166-39219
TPR_2	TraAM80_02250	15654-17445
TPR_2	TraAM80_04062	31339-32314
TPR_2	TraAM80_06283	4479-7635
TPR_2	TraAM80_03884	21629-22898
TPR_2	TraAM80_05017	32343-36171
TPR_2	TraAM80_00646	101148-102321
TPR_2	TraAM80_05073	41242-43285
TPR_2	TraAM80_00708	94517-95987
TPR_2	TraAM80_06420	5706-6240
TPR_2	TraAM80_06370	24482-29333
TPR_2	TraAM80_03725	26144-27632
TPR_2	TraAM80_05413	25504-26914
TPR_2	TraAM80_06224	2090-3653
TPR_2	TraAM80_05817	9018-9792
TPR_2	TraAM80_02987	21967-26107
TPR_2	TraAM80_03531	48370-50860
TPR_2	TraAM80_01437	32878-33577
TPR_2	TraAM80_02247	8640-11595
TPR_2	TraAM80_02681	30452-44285
TPR_2	TraAM80_00851	37424-39815
TPR_2	TraAM80_03971	33633-34041
TPR_2	TraAM80_02427	47936-49052
TPR_2	TraAM80_07084	3316-14800
TPR_2	TraAM80_06331	13029-15042
TPR_2	TraAM80_05587	16495-19786
TPR_2	TraAM80_07536	1466-8771
TPR_2	TraAM80_01011	68851-73882
TPR_2	TraAM80_00467	51082-53695
TPR_2	TraAM80_05864	2200-6472
TPR_8	TraAM80_00941	3525-5619
TPR_8	TraAM80_02167	47870-49859
TPR_8	TraAM80_04615	15315-16779
TPR_8	TraAM80_02238	62526-64164
TPR_8	TraAM80_05241	34884-36558
TPR_8	TraAM80_06602	12964-17032
TPR_8	TraAM80_06474	25834-28339
TPR_8	TraAM80_06240	8797-9571
TPR_8	TraAM80_00191	54627-55701
TPR_8	TraAM80_07471	6694-9070
TPR_8	TraAM80_03896	42318-43566
TPR_8	TraAM80_08987	5643-6846
TPR_8	TraAM80_00805	34661-36491
TPR_8	TraAM80_08422	3732-7251
TPR_8	TraAM80_00674	45560-47090
TPR_8	TraAM80_06571	18606-21039
TPR_8	TraAM80_05691	6087-7527
TPR_8	TraAM80_04656	1135-2773
TPR_8	TraAM80_05446	9474-10704
TPR_8	TraAM80_03990	27047-28940
TPR_8	TraAM80_09507	5199-6591
TPR_8	TraAM80_01112	29136-31242
TPR_8	TraAM80_01877	24212-26414
TPR_8	TraAM80_05394	13628-14417
TPR_8	TraAM80_04268	32873-33887
TPR_8	TraAM80_00905	41008-42073
TPR_8	TraAM80_06470	12167-15947
TPR_8	TraAM80_00892	16067-17123
TPR_8	TraAM80_06123	4669-5353
TPR_8	TraAM80_08383	1909-3022
TPR_8	TraAM80_08474	1242-3384
TPR_8	TraAM80_04315	40710-43608
TPR_8	TraAM80_06120	2220-3012
TPR_8	TraAM80_02329	35546-36239
TPR_8	TraAM80_00216	110874-112311
TPR_8	TraAM80_00303	51269-53252
TPR_8	TraAM80_08312	15123-16041
TPR_8	TraAM80_02287	22765-24847
TPR_8	TraAM80_06689	16020-16716
TPR_8	TraAM80_01128	60508-61450
TPR_8	TraAM80_02427	47936-49052
TPR_8	TraAM80_03595	13996-14389
TPR_8	TraAM80_02340	49233-51555
TPR_8	TraAM80_06194	20426-22817
TPR_8	TraAM80_06143	24078-25104
TPR_8	TraAM80_01226	55210-57022
TPR_8	TraAM80_06320	27397-28729
TPR_8	TraAM80_02689	51322-52126
TPR_8	TraAM80_08264	5308-7312
TPR_8	TraAM80_00177	34875-36204
TPR_8	TraAM80_06302	18159-20799
TPR_8	TraAM80_02138	65714-67082
TPR_8	TraAM80_02681	30452-44285
TPR_8	TraAM80_00588	77803-78826
TPR_8	TraAM80_04460	44653-46336
TPR_8	TraAM80_04062	31339-32314
TPR_8	TraAM80_00329	104618-105803
TPR_8	TraAM80_02250	15654-17445
TPR_8	TraAM80_00539	95209-95785
TPR_8	TraAM80_03507	5475-6345
TPR_8	TraAM80_00516	54631-56347
TPR_8	TraAM80_01229	61693-62707
TPR_8	TraAM80_05073	41242-43285
TPR_8	TraAM80_09516	407-1481
TPR_8	TraAM80_02464	41364-45474
TPR_8	TraAM80_05165	21921-24312
tRNA_bind_2	TraAM80_06299	10339-11566
TruB_N	TraAM80_06725	19861-21148
TUDOR	TraAM80_06789	13483-16237
Tudor-knot	TraAM80_01847	48434-49025
UBA	TraAM80_00981	80900-82010
UBA	TraAM80_05538	26563-26980
UBA	TraAM80_03696	12648-13788
UBA	TraAM80_00667	34289-35177
UBA	TraAM80_05480	367-2557
UBA	TraAM80_01590	52533-54942
UBA	TraAM80_06844	9037-10120
UBA	TraAM80_07426	8845-9184
ubiquitin	TraAM80_08382	1248-1581
ubiquitin	TraAM80_10268	2615-3008
ubiquitin	TraAM80_01707	58974-59436
ubiquitin	TraAM80_08381	0-575
ubiquitin	TraAM80_06264	23979-24561
ubiquitin	TraAM80_00667	34289-35177
ubiquitin	TraAM80_05387	1407-1860
ubiquitin	TraAM80_00661	25077-25530
ubiquitin	TraAM80_05165	21921-24312
ubiquitin	TraAM80_00981	80900-82010
ubiquitin	TraAM80_03682	44120-45461
ubiquitin	TraAM80_07452	17832-19233
ubiquitin	TraAM80_06131	1358-3617
ubiquitin	TraAM80_05136	440-3071
ubiquitin	TraAM80_00183	42961-43846
ubiquitin	TraAM80_04535	44943-45642
ubiquitin	TraAM80_05281	6584-7931
ubiquitin	TraAM80_03696	12648-13788
ubiquitin	TraAM80_03882	20118-20430
ubiquitin	TraAM80_06840	26575-26953
ubiquitin	TraAM80_06632	916-1993
